@relation rstparser

@ATTRIBUTE n1 numeric
@ATTRIBUTE n2 numeric
@ATTRIBUTE n3 numeric
@ATTRIBUTE n4 numeric
@ATTRIBUTE n5 numeric
@ATTRIBUTE n6 numeric
@ATTRIBUTE n7 numeric
@ATTRIBUTE n8 numeric
@ATTRIBUTE n9 numeric
@ATTRIBUTE n10 numeric
@ATTRIBUTE n11 numeric
@ATTRIBUTE n12 numeric
@ATTRIBUTE n13 numeric
@ATTRIBUTE n14 numeric
@ATTRIBUTE n15 numeric
@ATTRIBUTE n16 numeric
@ATTRIBUTE n17 numeric
@ATTRIBUTE n18 numeric
@ATTRIBUTE n19 numeric
@ATTRIBUTE n20 numeric
@ATTRIBUTE n21 numeric
@ATTRIBUTE n22 numeric
@ATTRIBUTE n23 numeric
@ATTRIBUTE n24 numeric
@ATTRIBUTE n25 numeric
@ATTRIBUTE n26 numeric
@ATTRIBUTE n27 numeric
@ATTRIBUTE n28 numeric
@ATTRIBUTE n29 numeric
@ATTRIBUTE n30 numeric
@ATTRIBUTE n31 numeric
@ATTRIBUTE n32 numeric
@ATTRIBUTE n33 numeric
@ATTRIBUTE n34 numeric
@ATTRIBUTE n35 numeric
@ATTRIBUTE n36 numeric
@ATTRIBUTE n37 numeric
@ATTRIBUTE n38 numeric
@ATTRIBUTE s1 string
@ATTRIBUTE s2 string
@ATTRIBUTE s3 string
@ATTRIBUTE s4 string
@ATTRIBUTE s5 string
@ATTRIBUTE s6 string
@ATTRIBUTE s7 string
@ATTRIBUTE s8 string
@ATTRIBUTE s9 string
@ATTRIBUTE s10 string
@ATTRIBUTE s11 string
@ATTRIBUTE s12 string
@ATTRIBUTE s13 string
@ATTRIBUTE s14 string
            

@attribute class {antithesis_concession_contrast, background_circumstance, interpretation_evaluation_conclusion, evidence_justify_explanation, enablement_motivation_purpose, condition_otherwise, cause_result, attribution, comparison, elaboration, restatement, same_unit, sequence, list, summary, means, joint, solutionhood}

@data
1,1,1,17,9,1,1,0.636363636363636,0.363636363636364,1,0,14,0,1,8,0,1,0,0,303,317,9,9,0,0,0,0.1875,0,0.25,0.625,0,0,0.0625,0,0.0625,0,0,0,noconj,aditiva,noconj,noconj,comma,gama,np,gama,pnt,np,np,pnt,gama,comma,list
1,1,1,11,29,1,1,0.258064516129032,0.741935483870968,1,0,8,0,1,23,0,1,0,0,325,333,11,11,0,0,0,0.2,0,0.3,0.5,0,0,0,0.0714285714285714,0.1,0.0714285714285714,0,0,noconj,noconj,noconj,noconj,:,sistemas,np,sistemas,pnt,napostrophe,napostrophe,pnt,sistemas,:,attribution
1,1,1,12,15,2,1,0.32258064516129,0.387096774193548,0.709677419354839,9,18,1,5,12,0,1,0,0,365,374,17,17,0,0,0,0.181818181818182,0.0714285714285714,1.09090909090909,0.357142857142857,0.0909090909090909,0.0714285714285714,0,0,0,0.0714285714285714,0.0714285714285714,0.166666666666667,noconj,aditiva,noconj,noconj,domínio,nul,),domínio,n,n,n,n,nul,domínio,sequence
1,1,1,3,6,1,1,0.0833333333333333,0.208333333333333,0.291666666666667,13,15,1,2,9,5,1,0,0,399,401,4,4,0,0,0,2.5,0.2,1.5,0.4,0,0,0,0.2,0.5,0,0,0,noconj,noconj,noconj,noconj,comma,propor,vp,propor,advapostrophe,vp,vp,advapostrophe,propor,comma,list
1,1,1,9,5,2,1,0.291666666666667,0.166666666666667,0.458333333333333,13,20,1,3,4,0,1,0,0,399,406,12,12,0,0,0,0.75,0,0.625,0.25,0.25,0.25,0.125,0.25,0.125,0.25,0,0,noconj,alternativa,noconj,noconj,atual,ou,ap,atual,a,ap,ap,a,ou,atual,list
1,1,1,17,14,1,3,0.541666666666667,0,1,0,0,0,0,11,0,1,0,0,386,399,2,2,0,0,0,0,0.0769230769230769,0,0.230769230769231,0,0.230769230769231,0,0.153846153846154,0,0.0769230769230769,0,0,noconj,noconj,noconj,noconj,mediante,propor,s,mediante,s,s,s,s,propor,mediante,attribution
1,1,1,8,14,1,1,0.269230769230769,0.461538461538462,0.730769230769231,6,12,1,2,12,0,1,0,0,416,422,18,18,0,0,0,0.571428571428571,0.0769230769230769,0.428571428571429,0.230769230769231,0,0,0.142857142857143,0,0,0,0,0,explicativa,explicativa,noconj,noconj,conhecimento,que,napostrophe,conhecimento,n,cp,cp,n,que,conhecimento,elaboration
1,1,1,8,22,1,2,0.269230769230769,0,1,0,0,0,0,18,0,1,0,0,410,416,8,8,0,0,0,0.285714285714286,0.142857142857143,0.285714285714286,0.19047619047619,0,0,0.142857142857143,0,0,0,0.25,0.166666666666667,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,3,10,27,1,10,0.290322580645161,0,2.61290322580645,0,0,0,0,21,0,1,0,0,356,365,6,6,0,0,0,0.111111111111111,0.0769230769230769,0.666666666666667,0.461538461538462,0,0.0769230769230769,0,0,0,0.0384615384615385,0,0,noconj,noconj,noconj,noconj,comma,onde,cp,comma,pnt,cp,cp,pnt,onde,comma,elaboration
1,1,1,10,13,1,1,0.3,0.366666666666667,0.666666666666667,9,17,1,2,11,0,1,0,0,443,451,3,3,0,0,0,0.222222222222222,0.166666666666667,0.666666666666667,0.166666666666667,0.111111111111111,0.0833333333333333,0.222222222222222,0.0833333333333333,0,0,0,0,noconj,noconj,noconj,noconj,comma,por,pp,por,pnt,pp,pp,pnt,por,comma,evidence_justify_explanation
1,1,2,14,23,1,3,0.333333333333333,0,1.36666666666667,0,0,0,0,19,0,1,0,0,434,443,3,3,0,0,0,0,0.136363636363636,0,0.181818181818182,0,0.0454545454545455,0,0.136363636363636,0,0,0,0,noconj,noconj,noconj,noconj,comma,é,s,comma,s,s,s,s,é,comma,elaboration
1,1,1,14,17,2,1,0.1875,0.333333333333333,0.520833333333333,23,32,3,5,16,0,1,0,0,495,504,18,18,0,0,0,0.461538461538462,0,0.923076923076923,0.375,0.0769230769230769,0,0.307692307692308,0.0625,0.230769230769231,0.0625,0,0,noconj,noconj,noconj,noconj,.,nul,np,nul,pnt,napostrophe,napostrophe,pnt,nul,.,same_unit
1,1,1,15,31,1,3,0.270833333333333,0,0.791666666666667,10,0,2,0,25,0,1,0,0,482,495,11,11,0,0,0,0.214285714285714,0.1,0.571428571428571,0.333333333333333,0.0714285714285714,0,0.0714285714285714,0.0666666666666667,0,0.0333333333333333,0.166666666666667,0.142857142857143,noconj,noconj,noconj,noconj,ensinar,considerando,s,considerando,np,vp,vp,np,considerando,ensinar,elaboration
1,1,1,13,46,2,4,0.208333333333333,0,1,0,0,0,0,38,0,1,0,0,472,482,5,5,0,0,0,0.0833333333333333,0.111111111111111,0.166666666666667,0.266666666666667,0.0833333333333333,0,0.0833333333333333,0.0888888888888889,0,0.0888888888888889,0,0,noconj,noconj,noconj,noconj,de,para,vp,podem,pp,pp,pp,pp,para,de,enablement_motivation_purpose
1,1,1,13,6,1,1,0.6875,0.3125,1,0,11,0,1,5,0,1,0,0,520,531,4,4,0,0,0,0.0833333333333333,0.2,0.5,0.2,0,0.2,0,0.2,0.0833333333333333,0.2,0,0,noconj,adversativa,noconj,noconj,comma,mas,conjp,mas,pnt,conjp,conjp,pnt,mas,comma,antithesis_concession_contrast
1,1,1,12,7,1,1,0.407407407407407,0.222222222222222,0.62962962962963,10,21,1,2,6,0,1,0,0,546,557,11,11,0,0,0,0.181818181818182,0.166666666666667,0.727272727272727,0.166666666666667,0.0909090909090909,0.166666666666667,0,0,0.181818181818182,0,0,0,aditiva,noconj,noconj,noconj,comma,que,np,que,pnt,np,np,pnt,que,comma,cause_result
1,1,1,11,19,1,2,0.37037037037037,0,1,0,0,0,0,17,0,1,0,0,536,546,3,3,0,0,0,0,0.111111111111111,0.2,0.277777777777778,0,0.0555555555555556,0,0,0,0.111111111111111,0,0,noconj,aditiva,noconj,noconj,retém,e,vp,retém,vp,conjp,conjp,vp,e,retém,list
1,1,1,9,4,1,1,0.727272727272727,0.272727272727273,1,0,7,0,1,3,0,1,0,0,563,570,7,7,0,0,0,0.125,0,0.25,0.666666666666667,0.125,0,0.25,0,0,0.333333333333333,0,0,noconj,noconj,noconj,noconj,:,resposta,napostrophe,resposta,pnt,napostrophe,napostrophe,pnt,resposta,:,attribution
1,1,1,11,10,1,1,0.470588235294118,0.529411764705882,1,0,8,0,1,8,0,1,0,0,573,581,6,6,0,0,0,0.2,0.222222222222222,0.1,0.333333333333333,0.2,0,0.1,0.111111111111111,0,0,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,10,6,1,1,0.470588235294118,0.352941176470588,0.823529411764706,0,8,0,1,8,3,1,0,0,589,597,5,5,0,0,0,0.111111111111111,0.2,0.444444444444444,0.2,0,0,0,0.2,0,0,0,0,noconj,noconj,noconj,noconj,utilizada,para,vp,utilizada,v,pp,pp,v,para,utilizada,enablement_motivation_purpose
1,1,1,16,4,2,1,0.823529411764706,0.176470588235294,1,0,14,0,2,2,0,1,0,0,589,603,3,3,0,0,0,0.133333333333333,0.333333333333333,0.266666666666667,0.333333333333333,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,objetivo,é,s,é,np,vp,vp,np,é,objetivo,same_unit
1,1,1,23,8,1,1,0.72,0.28,1,0,18,0,1,5,0,1,0,0,605,623,10,10,0,0,0,0.0909090909090909,0.142857142857143,0.272727272727273,0.285714285714286,0.0454545454545455,0,0.0454545454545455,0,0,0,0,0,adversativa,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,15,5,1,1,0.777777777777778,0.222222222222222,1,0,13,0,1,4,0,1,0,0,628,641,12,12,0,0,0,0.214285714285714,0.25,0.214285714285714,0.25,0.214285714285714,0,0.0714285714285714,0,0,0,0,0,noconj,explicativa,noconj,noconj,situações,que,napostrophe,situações,n,cp,cp,n,que,situações,enablement_motivation_purpose
1,1,1,8,7,1,1,0.363636363636364,0.272727272727273,0.636363636363636,7,15,1,2,6,0,1,0,0,652,660,4,4,0,0,0,0.571428571428571,0.166666666666667,0.571428571428571,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,noconj,noconj,noconj,noconj,recurso,para,vp,recurso,v,pp,pp,v,para,recurso,enablement_motivation_purpose
1,1,1,10,15,1,2,0.363636363636364,0,1,0,0,0,0,14,0,1,0,0,645,652,6,6,0,0,0,0.111111111111111,0.214285714285714,0,0.214285714285714,0,0,0,0.0714285714285714,0,0,0,0,noconj,noconj,noconj,noconj,relevante,para,vp,relevante,vp,pp,pp,vp,para,relevante,enablement_motivation_purpose
1,1,1,8,8,1,1,0.241379310344828,0.206896551724138,0.448275862068966,6,13,1,2,15,10,1,0,0,672,679,16,16,0,0,0,0.428571428571429,0.142857142857143,0.714285714285714,0.285714285714286,0,0,0,0,0,0,0,0,explicativa,explicativa,noconj,noconj,informações,que,napostrophe,informações,n,cp,cp,n,que,informações,elaboration
1,1,1,7,16,1,2,0.206896551724138,0.448275862068966,0.655172413793103,0,6,0,1,22,9,1,0,0,666,672,6,6,0,0,0,0.166666666666667,0.2,0.5,0.266666666666667,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,resultados,que,napostrophe,resultados,n,cp,cp,n,que,resultados,elaboration
1,1,1,23,12,3,1,0.655172413793103,0.344827586206897,1,0,19,0,5,9,0,1,0,0,666,685,3,3,0,0,0,0.181818181818182,0,0.318181818181818,0.272727272727273,0,0,0,0.181818181818182,0,0.0909090909090909,0.2,0.5,noconj,noconj,noconj,noconj,comma,de,pp,de,pnt,pp,pp,pnt,de,comma,same_unit
1,1,1,5,3,1,1,0.148148148148148,0.111111111111111,0.259259259259259,14,18,1,2,8,6,1,0,0,708,712,13,13,0,0,0,1,1,1.5,0,0,0,0.75,0,0.25,0,0,0,alternativa,explicativa,noconj,noconj,mecanismos,que,napostrophe,mecanismos,n,cp,cp,n,que,mecanismos,elaboration
1,1,1,8,6,2,1,0.259259259259259,0.185185185185185,0.444444444444444,14,21,1,3,5,0,1,0,0,708,715,17,17,0,0,0,0.857142857142857,0.2,0.857142857142857,0.2,0,0,0.428571428571429,0,0.142857142857143,0,0,0,alternativa,noconj,noconj,noconj,utilizados,para,vp,utilizados,v,pp,pp,v,para,utilizados,enablement_motivation_purpose
1,1,1,17,14,1,3,0.555555555555556,0,1,0,0,0,0,12,0,1,0,0,694,708,6,6,0,0,0,0.1875,0.307692307692308,0.3125,0.153846153846154,0,0,0.1875,0,0,0.0769230769230769,0,0,noconj,alternativa,noconj,noconj,comma,ou,conjp,ou,pnt,conjp,conjp,pnt,ou,comma,restatement
1,1,1,14,26,1,1,0.375,0.625,1,0,12,0,1,19,0,1,0,0,738,750,3,3,0,0,0,0.0769230769230769,0.08,0.384615384615385,0.28,0,0.04,0.0769230769230769,0,0,0.04,0.333333333333333,0.222222222222222,noconj,noconj,noconj,noconj,comma,com,pp,com,pnt,pp,pp,pnt,com,comma,elaboration
1,1,1,12,8,1,1,0.631578947368421,0.368421052631579,1,0,12,0,1,7,0,1,0,0,806,818,9,9,0,0,0,0.272727272727273,0.142857142857143,0.363636363636364,0.142857142857143,0,0,0,0.285714285714286,0.0909090909090909,0,0,0,noconj,temporal,noconj,noconj,modelo,até,napostrophe,modelo,n,pp,pp,n,até,modelo,enablement_motivation_purpose
1,1,1,13,22,2,1,0.379310344827586,0.620689655172414,1,0,11,0,2,18,0,1,0,0,825,836,7,7,0,0,0,0.166666666666667,0,0.25,0.333333333333333,0,0,0.0833333333333333,0.19047619047619,0.0833333333333333,0.0476190476190476,0,0,noconj,noconj,noconj,noconj,,nul,vp,aproximar,np,s,s,np,nul,,same_unit
1,1,1,5,13,1,1,0.185185185185185,0.407407407407407,0.592592592592593,0,5,0,1,22,12,1,0,0,854,859,11,11,0,0,0,0.25,0.166666666666667,0.5,0.25,0,0,0,0.25,0,0.0833333333333333,0,0,noconj,explicativa,noconj,noconj,situações,que,napostrophe,situações,n,cp,cp,n,que,situações,elaboration
1,1,1,18,4,2,1,0.592592592592593,0.111111111111111,0.703703703703704,0,16,0,2,11,9,1,0,0,854,870,17,17,0,0,0,0.176470588235294,0,0.294117647058824,0.333333333333333,0,0,0.176470588235294,0,0.0588235294117647,0.333333333333333,0,0,noconj,causal,noconj,noconj,comma,por,pp,por,pnt,pp,pp,pnt,por,comma,same_unit
1,1,1,22,11,3,1,0.703703703703704,0.296296296296296,1,0,19,0,3,8,0,1,0,0,854,873,8,8,0,0,0,0.0476190476190476,0,0.0476190476190476,0.5,0,0,0,0.1,0,0,0,0,noconj,noconj,noconj,noconj,situações,simuladores,np,situações,np,np,np,np,simuladores,situações,attribution
1,1,1,14,29,1,1,0.342857142857143,0.657142857142857,1,0,12,0,1,22,0,1,0,0,881,893,7,7,0,0,0,0.0769230769230769,0.0714285714285714,0.384615384615385,0.25,0,0.107142857142857,0.0769230769230769,0.0714285714285714,0,0.0357142857142857,0.333333333333333,0.153846153846154,noconj,explicativa,noconj,noconj,comma,pois,cp,comma,pnt,cp,cp,pnt,pois,comma,evidence_justify_explanation
1,1,1,7,6,1,1,0.583333333333333,0.416666666666667,1,0,7,0,1,5,0,1,0,0,915,922,3,3,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,podem,para,vp,podem,vp,pp,pp,vp,para,podem,enablement_motivation_purpose
1,1,1,13,21,1,2,0.392857142857143,0,1,0,0,0,0,16,0,1,0,0,927,938,13,13,0,0,0,0.0833333333333333,0.15,0.333333333333333,0.3,0,0.05,0.0833333333333333,0.05,0,0,0,0,noconj,noconj,noconj,noconj,comma,onde,cp,comma,pnt,cp,cp,pnt,onde,comma,elaboration
1,1,1,9,28,1,1,0.21875,0.78125,1,0,6,0,1,25,0,1,0,0,954,960,8,8,0,0,0,0.125,0.185185185185185,0.25,0.185185185185185,0.25,0.111111111111111,0,0.0740740740740741,0,0.185185185185185,0,0,noconj,explicativa,noconj,noconj,usuário,que,napostrophe,usuário,n,cp,cp,n,que,usuário,elaboration
1,1,1,7,8,1,1,0.318181818181818,0.318181818181818,0.636363636363636,7,14,1,2,7,0,1,0,0,992,999,9,9,0,0,0,0.5,0.142857142857143,0.333333333333333,0.285714285714286,0,0,0.333333333333333,0,0.166666666666667,0,0,0,explicativa,final,noconj,noconj,decisões,para,napostrophe,decisões,napostrophe,pp,pp,napostrophe,para,decisões,enablement_motivation_purpose
1,1,1,8,15,1,2,0.363636363636364,0,1,0,0,0,0,14,0,1,0,0,985,992,3,3,0,0,0,0,0.214285714285714,0.285714285714286,0.214285714285714,0,0,0.142857142857143,0.0714285714285714,0,0.0714285714285714,0,0,noconj,explicativa,noconj,noconj,é,porque,vp,é,vp,conjp,conjp,vp,porque,é,cause_result
1,1,1,18,10,1,1,0.653846153846154,0.346153846153846,1,0,16,0,1,9,0,1,0,0,1006,1022,2,2,0,0,0,0,0.111111111111111,0,0.333333333333333,0,0,0,0.111111111111111,0,0,0,0,noconj,noconj,noconj,noconj,comma,criando,s,comma,s,s,s,s,criando,comma,cause_result
1,1,1,14,37,1,1,0.244444444444444,0.755555555555556,1,0,11,0,1,34,0,1,0,0,1062,1073,3,3,0,0,0,0,0.0555555555555556,0,0.277777777777778,0,0.0555555555555556,0,0.138888888888889,0,0.0833333333333333,0,0,noconj,noconj,noconj,noconj,classificação,torna,s,classificação,pp,s,s,pp,torna,classificação,background_circumstance
1,1,1,2,3,1,1,0.0540540540540541,0.0810810810810811,0.135135135135135,0,2,0,1,34,32,1,0,0,1107,1109,5,5,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,caminho,a,napostrophe,caminho,n,pp,pp,n,a,caminho,elaboration
1,1,1,4,9,1,1,0.108108108108108,0.216216216216216,0.324324324324324,5,9,2,3,27,20,1,0,0,1112,1116,6,6,0,0,0,0.333333333333333,0.375,1.33333333333333,0.125,0,0,0,0,0.333333333333333,0,0.25,0.333333333333333,noconj,explicativa,noconj,noconj,estudos,que,napostrophe,estudos,n,cp,cp,n,que,estudos,elaboration
1,1,1,5,13,2,2,0.135135135135135,0.324324324324324,0.459459459459459,0,5,0,2,31,19,1,0,0,1107,1112,9,9,0,0,0,0.25,0.25,0.5,0.25,0,0,0,0,0,0.0833333333333333,0.5,0.2,noconj,noconj,noconj,noconj,seguido,por,napostrophe,seguido,n,pp,pp,n,por,seguido,same_unit
1,1,1,13,11,1,1,0.324324324324324,0.216216216216216,0.540540540540541,17,28,4,7,8,0,1,0,0,1124,1135,4,4,0,0,0,0.416666666666667,0.3,0.833333333333333,0.1,0,0,0,0,0.166666666666667,0.1,0,0,noconj,alternativa,noconj,noconj,comma,ou,conjp,ou,pnt,conjp,conjp,pnt,ou,comma,restatement
1,1,1,18,24,4,2,0.459459459459459,0,1,0,0,0,0,19,0,1,0,0,1107,1124,2,2,0,0,0,0,0.173913043478261,0,0.260869565217391,0,0,0,0,0,0.0869565217391304,0,0,noconj,noconj,noconj,noconj,caminho,varia,s,varia,np,vp,vp,np,varia,caminho,same_unit
1,1,1,10,23,1,2,0.296296296296296,0,1,0,0,0,0,19,0,1,0,0,1143,1151,5,5,0,0,0,0.111111111111111,0.181818181818182,0.222222222222222,0.227272727272727,0,0.0909090909090909,0.222222222222222,0.0454545454545455,0,0.0454545454545455,0,0,noconj,explicativa,noconj,noconj,aquelas,que,np,que,dem,napostrophe,napostrophe,dem,que,aquelas,enablement_motivation_purpose
1,1,1,11,16,1,1,0.27027027027027,0.405405405405405,0.675675675675676,11,19,1,2,15,0,1,0,0,1189,1197,10,10,0,0,0,0.2,0.0666666666666667,0.8,0.266666666666667,0.1,0,0.1,0.133333333333333,0.2,0.0666666666666667,0.0909090909090909,0.166666666666667,adversativa,explicativa,noconj,noconj,aprendizagem,que,napostrophe,aprendizagem,n,cp,cp,n,que,aprendizagem,comparison
1,1,1,13,27,1,2,0.324324324324324,0,1,0,0,0,0,23,0,1,0,0,1178,1189,7,7,0,0,0,0.166666666666667,0.0384615384615385,0.333333333333333,0.307692307692308,0,0.0384615384615385,0.0833333333333333,0.0769230769230769,0.0833333333333333,0.0769230769230769,0,0,noconj,adversativa,noconj,noconj,comma,por_,pp,por_,pnt,pp,pp,pnt,por_,comma,elaboration
1,1,1,8,12,1,1,0.285714285714286,0.392857142857143,0.678571428571429,8,14,1,2,11,0,1,0,0,1246,1252,10,10,0,0,0,0.285714285714286,0.0909090909090909,0.571428571428571,0.181818181818182,0.142857142857143,0.0909090909090909,0.571428571428571,0.181818181818182,0,0.0909090909090909,0,0,noconj,noconj,noconj,noconj,prática,fazendo,napostrophe,prática,n,a,a,n,fazendo,prática,cause_result
1,1,1,12,20,1,2,0.321428571428571,0,1,0,0,0,0,17,0,1,0,0,1238,1246,3,3,0,0,0,0.0909090909090909,0.105263157894737,0.181818181818182,0.210526315789474,0,0.105263157894737,0.181818181818182,0.210526315789474,0,0.0526315789473684,0,0,noconj,noconj,noconj,noconj,comma,onde,s,comma,pnt,s,s,pnt,onde,comma,elaboration
1,1,1,4,9,1,1,0.111111111111111,0.194444444444444,0.305555555555556,0,4,0,1,30,24,1,0,0,1263,1267,7,7,0,0,0,0,0.25,0.666666666666667,0.125,0,0,0,0.125,0,0,0,0,noconj,noconj,noconj,noconj,treinamento,através,napostrophe,treinamento,n,pp,pp,n,através,treinamento,interpretation_evaluation_conclusion
1,1,1,11,15,1,1,0.277777777777778,0.333333333333333,0.611111111111111,13,22,3,4,12,0,1,0,0,1276,1285,5,5,0,0,0,0.3,0.142857142857143,0.3,0.285714285714286,0,0,0.1,0.0714285714285714,0,0,0,0,noconj,consecutiva,noconj,noconj,simulação,de,napostrophe,simulação,napostrophe,pp,pp,napostrophe,de,simulação,enablement_motivation_purpose
1,1,1,4,26,1,2,0.0833333333333333,0,0.694444444444444,11,0,2,0,21,0,1,0,0,1274,1276,7,7,0,0,0,1,0.12,1.33333333333333,0.24,0,0.08,0.333333333333333,0.16,0,0,0,0,noconj,noconj,noconj,noconj,comma,onde,cp,comma,pnt,cp,cp,pnt,onde,comma,elaboration
1,1,1,13,30,2,3,0.305555555555556,0,1,0,0,0,0,23,0,1,0,0,1263,1274,2,2,0,0,0,0,0.137931034482759,0,0.241379310344828,0,0.0689655172413793,0,0.137931034482759,0,0,0,0,noconj,noconj,noconj,noconj,forma,é,s,é,np,vp,vp,np,é,forma,same_unit
1,1,1,10,4,1,1,0.272727272727273,0.0909090909090909,0.363636363636364,0,9,0,1,24,22,1,0,0,1297,1306,8,8,0,0,0,0,0.333333333333333,0.111111111111111,0.333333333333333,0.111111111111111,0,0,0,0.111111111111111,0,0,0,temporal,noconj,noconj,noconj,possui,a,vp,possui,vp,pp,pp,vp,a,possui,elaboration
1,1,1,11,11,1,1,0.333333333333333,0.303030303030303,0.636363636363636,12,23,2,3,10,0,1,0,0,1309,1320,7,7,0,0,0,0.3,0.1,0.8,0.2,0.2,0,0,0.2,0.2,0,0,0,noconj,explicativa,noconj,noconj,características,que,napostrophe,características,n,cp,cp,n,que,características,elaboration
1,1,1,14,22,2,2,0.363636363636364,0,1,0,0,0,0,21,0,1,0,0,1297,1309,3,3,0,0,0,0,0.0952380952380952,0,0.285714285714286,0,0.0476190476190476,0,0.0952380952380952,0,0.0476190476190476,0,0,temporal,noconj,noconj,noconj,quando,encontra,s,quando,conjp,s,s,conjp,encontra,quando,background_circumstance
1,1,1,13,6,1,1,0.37037037037037,0.185185185185185,0.555555555555556,0,10,0,1,17,13,1,0,0,1330,1340,2,2,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,adversativa,noconj,noconj,noconj,porém,pode,s,porém,s,s,s,s,pode,porém,background_circumstance
1,1,1,19,13,2,1,0.555555555555556,0.444444444444444,1,0,15,0,2,12,0,1,0,0,1330,1345,8,8,0,0,0,0.166666666666667,0.0833333333333333,0.277777777777778,0.333333333333333,0.111111111111111,0.0833333333333333,0,0,0.0555555555555556,0.166666666666667,0.111111111111111,0.2,adversativa,condicional,noconj,noconj,comma,caso,cp,comma,pnt,cp,cp,pnt,caso,comma,condition_otherwise
1,1,1,41,2,2,1,0.673469387755102,0.0153846153846154,0.693877551020408,13,62,2,2,1,0,1,0,0,1370,302,5,5,0,0,0,0.1,0,0.425,0,0.025,0,0.15,1,0.075,0,0,0,noconj,noconj,noconj,noconj,nul,etc,napostrophe,ensino,vp,a,a,vp,etc,nul,same_unit
1,1,1,7,43,1,3,0.122448979591837,0,0.816326530612245,8,0,1,0,33,0,1,0,0,1365,1370,11,11,0,0,0,0.666666666666667,0.0238095238095238,0.333333333333333,0.357142857142857,0.166666666666667,0,0.333333333333333,0.119047619047619,0.166666666666667,0.0476190476190476,0,0,noconj,noconj,noconj,noconj,:,controle,np,controle,pnt,napostrophe,napostrophe,pnt,controle,:,attribution
1,1,1,10,50,1,4,0.183673469387755,0,1,0,0,0,0,38,0,1,0,0,1357,1365,5,5,0,0,0,0,0.0816326530612245,0,0.306122448979592,0.111111111111111,0,0,0.122448979591837,0,0.0612244897959184,0,0,conclusiva,noconj,noconj,noconj,para,é,vp,é,pp,vp,vp,pp,é,para,enablement_motivation_purpose
1,1,1,10,5,1,1,0.692307692307692,0.307692307692308,1,0,9,0,1,4,0,1,0,0,1403,1412,10,10,0,0,0,0,0,0.444444444444444,0.25,0,0,0,0.5,0,0.25,0,0,noconj,noconj,noconj,noconj,são,hipermídia,vp,são,vapostrophe,a,a,vapostrophe,hipermídia,são,attribution
1,1,1,18,13,2,1,0.2,0.153846153846154,0.353846153846154,41,53,4,8,10,0,1,0,0,1494,1506,29,29,0,0,0,0.470588235294118,0,1.05882352941176,0.416666666666667,0.0588235294117647,0,0.294117647058824,0.166666666666667,0.294117647058824,0,0,0,noconj,noconj,noconj,noconj,sistema,nul,napostrophe,nul,n,napostrophe,napostrophe,n,nul,sistema,same_unit
1,1,1,21,31,2,3,0.2,0,0.553846153846154,28,0,2,0,22,0,1,0,0,1481,1494,17,17,0,0,0,0.25,0.0333333333333333,0.3,0.366666666666667,0.05,0,0.1,0.133333333333333,0.05,0,0,0,noconj,noconj,noconj,noconj,nul,nul,conjp,nul,conjp,s,s,conjp,nul,nul,same_unit
1,1,1,17,52,1,5,0.215384615384615,0,0.769230769230769,14,0,1,0,35,0,1,0,0,1467,1481,20,20,0,0,0,0.3125,0.0392156862745098,0.375,0.352941176470588,0.0625,0,0.125,0.0980392156862745,0.125,0,0,0,noconj,noconj,noconj,noconj,nul,nul,vp,nul,conjp,vp,vp,conjp,nul,nul,elaboration
1,1,1,8,4,2,1,0.0845070422535211,0.0563380281690141,0.140845070422535,24,30,5,7,39,36,1,0,0,1558,1564,20,20,0,0,0,0.285714285714286,0,3.14285714285714,0.666666666666667,0,0,0.714285714285714,0,0.285714285714286,0,0.0357142857142857,1,aditiva,noconj,noconj,noconj,shc,nul,),nul,n,n,n,n,nul,shc,same_unit
1,1,1,17,12,2,3,0.154929577464789,0.140845070422535,0.295774647887324,14,24,3,5,45,35,1,0,0,1548,1558,13,13,0,0,0,0.125,0,1.0625,0.636363636363636,0,0,0.25,0.0909090909090909,0.0625,0.0909090909090909,0.272727272727273,0.857142857142857,explicativa,aditiva,noconj,noconj,st,nul,),nul,n,n,n,n,nul,st,same_unit
1,1,1,19,29,2,5,0.211267605633803,0.295774647887324,0.507042253521127,0,14,0,3,55,35,1,0,0,1534,1548,11,11,0,0,0,0.0555555555555556,0.0357142857142857,0.555555555555556,0.535714285714286,0,0,0.0555555555555556,0.142857142857143,0.0555555555555556,0.0357142857142857,0.454545454545455,0.263157894736842,noconj,explicativa,noconj,noconj,comma,nul,cp,nul,pnt,cp,cp,pnt,nul,comma,elaboration
